,ood_score_normalized_spatial,ood_score_normalized_magnitude,ood_score_normalized_all
zurich_000055_000019,0.3851717087362985,0.1618147012911136,0.1618149942719361
aachen_000107_000019,0.37914586139961937,0.14686945469069854,0.1468760509161254
tubingen_000123_000019,0.39899439238068957,0.05569574946068712,0.055695423932140886
strasbourg_000001_052544,0.39565675192900124,0.04290396522774521,0.042904517768601304
stuttgart_000099_000019,0.38804647729857344,0.11829752287556893,0.11830915140913854
dusseldorf_000056_000019,0.29459369760776244,0.15071945112966142,0.1507288541076146
bremen_000010_000019,0.3283539628141993,0.05400542088320207,0.05400681469104144
tubingen_000047_000019,0.38894215075594074,0.17460482656521123,0.1746090915737618
zurich_000005_000019,0.3858205273715907,0.12611244922495196,0.12611678861992465
weimar_000041_000019,0.3852322353791599,0.18322534006081892,0.18323017961250115
bremen_000154_000019,0.3715897016039449,0.16867423441702625,0.16868356326325062
lindau_000006_000019,0.2772751627532974,0.1548587382004604,0.1548688986176684
strasbourg_000001_002644,0.40523073575504115,0.36061606445073613,0.36061622841393537
krefeld_000000_016342,0.4026797564929392,0.15838689201074715,0.158407330231021
lindau_000015_000019,0.38073773077944945,0.10219036769884252,0.10219435568815363
bremen_000292_000019,0.27382577485640813,0.09964430010029872,0.09964684972805132
hamburg_000000_034049,0.2070979451495892,0.3235581771756421,0.32357415402564227
munster_000164_000019,0.1894265067075056,0.21869442810108994,0.21870925718376566
frankfurt_000000_002196,0.3845796322703616,0.1379080088896683,0.13791305113160984
hamburg_000000_106102,0.38331584615749514,0.43995462155208254,0.43995503754133997
frankfurt_000001_041664,0.2982296184634687,0.2668868302721884,0.266904495446534
hanover_000000_023614,0.31916015205993237,0.20549632295321407,0.20550174581723704
munster_000026_000019,0.24539043784339964,0.13042403844586925,0.13043317436728305
strasbourg_000001_028379,0.3844269951301273,0.047773532076271635,0.04777543321952233
hanover_000000_043102,0.3826429218625155,0.14708395529898347,0.14709018335431823
strasbourg_000001_017844,0.3828023739320957,0.09241145942713441,0.09241882781718112
hanover_000000_051152,0.3799835375213659,0.11182123424694004,0.11182376796614728
bremen_000052_000019,0.2198829180124942,0.35909347350261545,0.35911695580053604
zurich_000094_000019,0.3741331398154418,0.1890858691350934,0.18910121242170871
dusseldorf_000096_000019,0.18648937720272624,0.21565689218370282,0.2156712638550777
bremen_000159_000019,0.33790129614059256,0.14444699257634305,0.14446856587265583
strasbourg_000001_037090,0.2772612996094272,0.24039664930898672,0.24041060758038585
strasbourg_000001_051877,0.3812736234926161,0.4097873780856994,0.4097878429972617
cologne_000044_000019,0.35156619080067203,0.07145385179848335,0.07145558469083103
weimar_000107_000019,0.3815587853842491,0.11381379354207342,0.11381924221343094
ulm_000041_000019,0.15002803222837122,0.08948321438410636,0.08948814412925758
hanover_000000_041493,0.40168117369362366,0.11604297021641155,0.11604716582115072
jena_000075_000019,0.3509840448492798,0.12791459701741623,0.1279285942228994
lindau_000054_000019,0.20652177185933543,0.2946968791343664,0.29471294735527587
aachen_000060_000019,0.3820320523425796,0.13317021401548626,0.1331750417142928
krefeld_000000_030111,0.38956123983150903,0.1299093505573214,0.12991408362224574
dusseldorf_000218_000019,0.44464913608838286,0.10997686464730566,0.10998166875748192
tubingen_000052_000019,0.35436744673067205,0.2047918533406891,0.20480990035320465
munster_000172_000019,0.37971043901284857,0.09673900037534545,0.09674319513375217
tubingen_000129_000019,0.27018419209816247,0.18186761897762768,0.18187781605286965
weimar_000023_000019,0.3984728158315698,0.20217780280993353,0.20218752950539653
bremen_000007_000019,0.3486670459191792,0.08473916100723086,0.08474791236835441
frankfurt_000001_009058,0.39644143026629164,0.16985762928283893,0.16985923322470362
frankfurt_000001_017101,0.15042629574173313,0.1677681526954252,0.1677786844963711
erfurt_000077_000019,0.3804049952755687,0.13859532582674014,0.1385970828436834
strasbourg_000000_019617,0.30116553198341206,0.12556051410715824,0.12555970365424876
cologne_000079_000019,0.4157730270218616,0.13645793900542094,0.13645813334054954
strasbourg_000001_029696,0.389837127386891,0.3558296818217497,0.3558292622611829
stuttgart_000142_000019,0.4776606879981523,0.08899227748168723,0.08899626810612031
aachen_000108_000019,0.2789651339432868,0.08571958173990939,0.08572419491828244
stuttgart_000049_000019,0.25550240839728156,0.252594921104545,0.2526176163893855
munster_000057_000019,0.3835769911270455,0.08362916310273533,0.08363502747749041
jena_000049_000019,0.3805761978201944,0.18783321343343262,0.1878370524598767
bochum_000000_037039,0.21428851197198714,0.17845615563451678,0.17846869508579538
frankfurt_000001_055387,0.17614710785219645,0.1656045951501962,0.16560861370665483
hanover_000000_055800,0.3879013798760938,0.11452100275006045,0.11452195673477507
bremen_000136_000019,0.3824051880086398,0.18547795275310325,0.18548834130984104
monchengladbach_000000_022748,0.37856360359026076,0.16088692274832508,0.16089162602176307
zurich_000011_000019,0.2929831679130748,0.16041997276808578,0.16042670623518263
bochum_000000_031687,0.18790473560095927,0.25358013955153313,0.25360180999744036
strasbourg_000000_029839,0.21911368502334003,0.1874617517040855,0.18746595233857244
cologne_000019_000019,0.36297733927006165,0.10786026034664001,0.10786766580143191
bremen_000051_000019,0.22695561313871193,0.1516564217481924,0.1516645379007821
hamburg_000000_092850,0.35595233063809517,0.1518966095051385,0.1519029857305559
hamburg_000000_053776,0.39322029574578793,0.15359873973100174,0.1536049518932712
jena_000118_000019,0.38227512083520754,0.11781903688255481,0.11783137146703161
dusseldorf_000079_000019,0.30149513807045275,0.13101685991215525,0.1310259282928441
munster_000142_000019,0.49425008469781434,0.2694872146349279,0.26948844900031754
erfurt_000042_000019,0.39017054183826705,0.06963610543919604,0.06963788006582994
tubingen_000070_000019,0.21800617402142064,0.1578130127635004,0.15782023933880265
weimar_000062_000019,0.37999093336893514,0.08273275515692867,0.0827335549490013
darmstadt_000032_000019,0.3230412697617093,0.10931789584748702,0.10932838045041779
munster_000094_000019,0.18024540921284474,0.22276816070738112,0.22278713340015735
hamburg_000000_093325,0.39377829433112876,0.10373577999770121,0.10375191175594199
frankfurt_000001_080830,0.30953698240393507,0.26551335906921236,0.26551805567368564
hamburg_000000_096624,0.15902907286235254,0.36649545384713983,0.36652655052619154
frankfurt_000000_021879,0.3732495954017372,0.20833038089383407,0.20834162640523546
munster_000153_000019,0.34514177775515154,0.16533989238591887,0.16534527650558284
bremen_000193_000019,0.3241498059374633,0.1346659828083713,0.13467198678660286
strasbourg_000001_045135,0.28091046213491666,0.20986406468737678,0.2098790380757752
monchengladbach_000000_029240,0.17262629174782804,0.21394070141350485,0.21394474351507456
dusseldorf_000094_000019,0.2026015864777271,0.15581594549066013,0.15582936783081658
lindau_000026_000019,0.37889673720650296,0.3645318827269338,0.3645311016267827
bochum_000000_021070,0.3560968770840934,0.17687592838250873,0.17689370809500093
stuttgart_000165_000019,0.38657572260436646,0.06459315608439908,0.06459825182101613
dusseldorf_000138_000019,0.3828924781932693,0.10068400445193791,0.10068922082568837
erfurt_000010_000019,0.2770079147731628,0.1337479688333775,0.1337624961650698
hamburg_000000_027304,0.32050002128121075,0.17097006194896056,0.17096935821944115
tubingen_000022_000019,0.240125870302619,0.3954130188111201,0.39544364302079577
zurich_000047_000019,0.30361608882072944,0.07513846489245832,0.07514257528521151
strasbourg_000000_023694,0.23005201398283726,0.22734061191212127,0.22735594099274922
frankfurt_000001_049298,0.24973794860209758,0.21960854093919913,0.2196168555268099
frankfurt_000001_060422,0.404282369151026,0.21254484650277072,0.21254607224887712
bremen_000059_000019,0.38068894435910977,0.533361242832292,0.5334203951130262
bremen_000004_000019,0.3796106444294207,0.05218582556735576,0.05218621126908948
jena_000031_000019,0.23006066329713404,0.104102689033,0.10411159492464961
darmstadt_000080_000019,0.37025214862647116,0.11382024500753775,0.1138242126611277
munster_000162_000019,0.4401980594330721,0.09707035769831213,0.097071193713391
frankfurt_000001_064305,0.22126550135350023,0.1267398582618688,0.12674339289319853
hamburg_000000_016928,0.3905821221060094,0.1510567364027671,0.15105887957050468
frankfurt_000001_007622,0.3372480180502055,0.1915243304486249,0.1915290998729943
strasbourg_000000_005912,0.3934803554379077,0.0968974309449644,0.09689628278499735
strasbourg_000001_033448,0.417076824639949,0.12083837843149513,0.12083926122916093
aachen_000032_000019,0.22733402934836716,0.3544208428772566,0.35444537066641607
lindau_000045_000019,0.25585619708401347,0.12430097031121574,0.12430824782175072
weimar_000011_000019,0.3442753527463424,0.2349406171396105,0.23495412326092413
weimar_000032_000019,0.3886510750950832,0.07694938561025408,0.07694870878754084
cologne_000146_000019,0.21313892353816058,0.21002796713759295,0.21004178901421708
strasbourg_000001_018742,0.38071833912176706,0.18331778689026243,0.1833222352225873
ulm_000090_000019,0.29168569758799817,0.27625203445899993,0.2762622725218848
bremen_000168_000019,0.34487452773090965,0.18747071393576142,0.18747395090826946
hamburg_000000_032460,0.4131431163181335,0.11270804600645778,0.11270727184919963
munster_000093_000019,0.3824158820479579,0.16297937708837537,0.16299316862304294
erfurt_000070_000019,0.3796514292187367,0.1799838467658885,0.1799840854522923
weimar_000140_000019,0.23988695747497993,0.12574262844672643,0.1257477047171301
dusseldorf_000177_000019,0.3844869852737174,0.12916539181135467,0.12917480958614674
aachen_000130_000019,0.39594813924397176,0.08593449190487402,0.08593978258572593
ulm_000069_000019,0.3061500653824437,0.10064375245119397,0.10064852565972125
munster_000158_000019,0.3680609559405292,0.140454641180783,0.14046362320804376
stuttgart_000064_000019,0.3855120137134638,0.1085440612396513,0.1085489110791461
munster_000146_000019,0.42950680726436213,0.70264391478945,0.7026440213718295
cologne_000014_000019,0.23438290220966151,0.19825920192633395,0.19827669840516618
bremen_000268_000019,0.2722092610384157,0.09992139762708042,0.09992995562635394
strasbourg_000000_000065,0.38373700247906634,0.11411703635458427,0.11412474431764978
bremen_000153_000019,0.3023833441535052,0.17169917664306797,0.17171288926475023
frankfurt_000001_035144,0.2614521816020433,0.15040455221107174,0.15040484758657238
aachen_000024_000019,0.5331867407416695,0.17466577058256025,0.17466759690001987
cologne_000025_000019,0.4215053278379765,0.12017613570744935,0.1201768082439789
strasbourg_000000_003846,0.3741270110346282,0.19063720594779496,0.190646663545007
zurich_000072_000019,0.3418032670251203,0.14163248430225842,0.14163528546416013
dusseldorf_000052_000019,0.3449577920953649,0.14605675936882387,0.14605806768971286
aachen_000007_000019,0.2240186329354857,0.1123529545416258,0.11235771684200557
stuttgart_000029_000019,0.1778521718423562,0.23652214512153533,0.2365414730497293
strasbourg_000001_016481,0.2870250722569444,0.09009965495203642,0.09009922942535024
strasbourg_000000_011880,0.3778358543732158,0.1281180818372848,0.1281213662372407
strasbourg_000001_051661,0.26718871352111506,0.13749532407212742,0.1374983638042371
strasbourg_000001_052979,0.4069524149592252,0.10272360468680987,0.10272755625254272
bremen_000065_000019,0.3480669110678366,0.057751136868549775,0.057751556129360455
dusseldorf_000163_000019,0.38941180697741706,0.11356358124504436,0.1135652959473353
strasbourg_000001_026106,0.39550887858397704,0.20637943729607464,0.2063812538804745
strasbourg_000001_013914,0.36034831128650713,0.2823755443028939,0.2823940330165433
hamburg_000000_054555,0.3676769968296839,0.1685041384448326,0.1685104311250809
hamburg_000000_069096,0.19230826231287498,0.1860311708730777,0.1860369589793611
hamburg_000000_094717,0.37810743542660247,0.17861523175658317,0.1786146328529947
cologne_000063_000019,0.19905822493540867,0.2843917696877274,0.2844106166474475
krefeld_000000_009926,0.2106905561505842,0.1722514654792342,0.17225465299519307
monchengladbach_000000_029526,0.3890905907267572,0.09696191973585004,0.09696363181717604
hanover_000000_017041,0.2595965341122422,0.21100146946055548,0.2110136534262954
zurich_000093_000019,0.21992739505988995,0.1559756102334012,0.155987319030079
bochum_000000_021606,0.35623458098206573,0.1846253383275863,0.18463625561484856
dusseldorf_000154_000019,0.3901141699497102,0.09650221746169384,0.09650371571259775
strasbourg_000000_033129,0.3741913475072362,0.16506122971939316,0.16506179420476996
cologne_000064_000019,0.30607194318122755,0.12107312377989764,0.12108332849217265
bremen_000040_000019,0.4304385478826385,0.0456382236948778,0.04563919952958592
frankfurt_000001_028854,0.31574688827279934,0.17278601344049702,0.17278947036838543
lindau_000028_000019,0.3838035391155138,0.152948314493037,0.15295310936945045
strasbourg_000000_029339,0.4913870302389731,0.26381089022248116,0.26381215668493946
hanover_000000_034560,0.4292894439452747,0.15766360131246587,0.1576660506333839
darmstadt_000023_000019,0.4274250306541147,0.0764914378777694,0.07649472956186772
munster_000063_000019,0.31956073041322175,0.14128698275493598,0.14130006227346464
stuttgart_000078_000019,0.2709008444249803,0.11726273779453875,0.11726762787344425
stuttgart_000180_000019,0.4201626813070453,0.01747465501741231,0.0174754628699606
dusseldorf_000213_000019,0.3995937139981399,0.11598252428503213,0.11598775118287502
jena_000024_000019,0.379779206577599,0.09615298406879451,0.09615344998479462
weimar_000089_000019,0.3800656695049353,0.04911019393323101,0.0491145724416698
frankfurt_000001_060906,0.3242372820167912,0.1395464184944087,0.1395528734412042
munster_000166_000019,0.35497068084066935,0.3413491072140488,0.34137994511584413
krefeld_000000_015494,0.38226668211963477,0.21162634959674523,0.21162713706878727
munster_000081_000019,0.4501624384722287,0.11719393570961664,0.11719443925468193
bremen_000033_000019,0.37537518473126136,0.13118956267036858,0.13119855943522266
stuttgart_000153_000019,0.4050020110062968,0.09687405837799798,0.09687941348987801
aachen_000043_000019,0.40900697577433476,0.084770288384653,0.08477438814657696
stuttgart_000045_000019,0.38131809660622995,0.10680920397687699,0.10680997187367666
erfurt_000032_000019,0.24288177712286668,0.14878639942616234,0.1487955403925421
bremen_000286_000019,0.18993005853704445,0.08299127606299742,0.08299770393484394
krefeld_000000_004447,0.38612079123832743,0.2306347241413522,0.23063641643626823
hamburg_000000_062371,0.15955112227558552,0.08914058134752284,0.08914281889144578
hamburg_000000_065055,0.2594207005179258,0.1827553272486553,0.18276496037307124
hamburg_000000_054220,0.3928948439617646,0.1875404218466781,0.18753949104346548
bremen_000079_000019,0.19348690347537545,0.262638971940327,0.26266116940550754
strasbourg_000001_026856,0.4044025766483303,0.14273844327920587,0.14274159465497907
erfurt_000018_000019,0.24824633788256129,0.20960710457792991,0.20961712756693132
zurich_000025_000019,0.40173768661476256,0.11219215168467075,0.11219531318142363
bochum_000000_027951,0.18550285719655848,0.24799275032344661,0.24801269683404142
weimar_000111_000019,0.23297908864981173,0.15826284194859086,0.15827037681280046
cologne_000008_000019,0.33196766640907854,0.16269291150291273,0.16271131513100642
strasbourg_000000_007813,0.2336224165046255,0.1667766572402373,0.16677752895558645
dusseldorf_000123_000019,0.4006784465042067,0.13917137847368485,0.1391742700235384
hanover_000000_030276,0.2087667370643251,0.26859201254405995,0.2686043215804669
strasbourg_000001_013767,0.16183416465796202,0.16488784529635467,0.1648917736389408
darmstadt_000013_000019,0.39395200380950784,0.10816627389862694,0.10817171112692296
stuttgart_000014_000019,0.3738796709746255,0.12141262829228164,0.12142143893965988
aachen_000029_000019,0.38132915524827976,0.09815103090320673,0.09816111239358419
cologne_000081_000019,0.39166293532383195,0.09813221283528732,0.0981324868670128
bremen_000015_000019,0.41686281639403366,0.259127390463674,0.25912646406519557
munster_000116_000019,0.36906750241507047,0.31568310414762957,0.3157096891087883
frankfurt_000000_020215,0.20645626208685294,0.16818463266465036,0.16819594353173078
strasbourg_000000_017044,0.29347479928905584,0.21631237148419977,0.2163114145503038
monchengladbach_000000_023489,0.37860763894282395,0.126052836146513,0.12605743823664572
dusseldorf_000078_000019,0.39766666022662367,0.1249639272242791,0.12496989702303128
munster_000169_000019,0.21450302266356508,0.24852609058793634,0.2485470821743063
frankfurt_000000_013382,0.3933728713447455,0.1034340870617824,0.10343342541177158
cologne_000078_000019,0.29860025783762445,0.18397623812839178,0.18399168092267743
krefeld_000000_021553,0.38581785138672114,0.2047398655008026,0.20474828528632316
weimar_000040_000019,0.2674027916151873,0.2125813358159736,0.21259634623303664
weimar_000031_000019,0.41501478443967843,0.06807490480277292,0.06808104706573159
strasbourg_000000_035008,0.48103998387218494,0.11398193054346707,0.11398169629179049
dusseldorf_000198_000019,0.3299112549802772,0.14759382223550183,0.14760043285616395
frankfurt_000001_082087,0.2033380991394419,0.10238937109714717,0.10239096290557013
hamburg_000000_015350,0.19947826549566927,0.21675460799275564,0.21677011789965958
stuttgart_000170_000019,0.31571903864116047,0.12036242346566475,0.12037734119557522
jena_000034_000019,0.3843920854389977,0.2269320792723094,0.2269325818806349
frankfurt_000001_015091,0.34744504995709113,0.17517111393538956,0.1751700708308178
erfurt_000007_000019,0.21917194835302767,0.14824589956455506,0.14825560764088214
bremen_000026_000019,0.38451423984049815,0.07820628141690499,0.0782075746173289
hanover_000000_009420,0.3854515152467357,0.2306234433973548,0.23062407171438176
tubingen_000137_000019,0.178609784064157,0.2152640263361838,0.21528008863781112
tubingen_000037_000019,0.21065896291607905,0.18520091346262457,0.18521451389508298
weimar_000065_000019,0.3948832356574193,0.14938598721794658,0.14939383315356564
krefeld_000000_032845,0.37939853662022527,0.1245492342485579,0.1245496354792975
strasbourg_000000_034097,0.39515194431840983,0.16050747376816324,0.1605065197191611
ulm_000070_000019,0.22427086834928298,0.3135154014396845,0.3135231455964262
hamburg_000000_002095,0.17176097110862418,0.22063525327559438,0.22064884484770655
cologne_000075_000019,0.3918229067798106,0.08584324376969156,0.08584595811642438
strasbourg_000001_042558,0.2830952387197279,0.19226016182225145,0.1922671879958013
dusseldorf_000144_000019,0.3884496518142634,0.1011500193422241,0.10115225541374899
weimar_000136_000019,0.28314289706101886,0.09626056347485998,0.09626761875721403
tubingen_000057_000019,0.3025478906827903,0.11295592544740693,0.11296236118554144
krefeld_000000_035398,0.19166550664640677,0.23689951842937013,0.23691380458529485
zurich_000096_000019,0.32602149737181974,0.07104770677203466,0.07105028282160533
frankfurt_000001_044413,0.2865694928263882,0.2865293138609458,0.2865423090490513
hamburg_000000_061048,0.3931623027476975,0.12497489179582444,0.12497825053669209
weimar_000090_000019,0.39837145836923177,0.23550188572737948,0.23550359718153133
strasbourg_000001_009097,0.3939715704507029,0.1494535236965655,0.14945451741036112
tubingen_000061_000019,0.37139991571769676,0.08962972418217512,0.08963229602768326
dusseldorf_000030_000019,0.4004469334668787,0.11615845945043206,0.11616249199939972
hanover_000000_043822,0.38546787219844897,0.12681939917052268,0.1268213019561825
bremen_000038_000019,0.34873967165914205,0.18495703374964703,0.18495997009350287
krefeld_000000_018514,0.38453545494532454,0.28948673977781764,0.28948768819855064
zurich_000017_000019,0.38472656119574944,0.04232224978034212,0.04232631766844772
strasbourg_000001_062691,0.2729479543364501,0.20723847190140218,0.20724534806106565
bremen_000008_000019,0.15212949961537292,0.16138941726860775,0.16140421301562652
jena_000050_000019,0.2378976774067399,0.17752534293942843,0.1775381585853637
bremen_000021_000019,0.25851612168905286,0.1123536536156412,0.11236041114770769
hamburg_000000_086636,0.32093496457535053,0.21192938376761358,0.2119402637774638
jena_000000_000019,0.340099272149218,0.10487537150116487,0.10488078867517026
dusseldorf_000175_000019,0.3799750430075471,0.06153573733147119,0.061537145513549885
strasbourg_000000_029400,0.40268871659192257,0.18114985581839207,0.18115046406501853
monchengladbach_000000_023052,0.21777116469855193,0.3297269911493188,0.3297460145846506
munster_000065_000019,0.37219122741981986,0.13082546890377011,0.13082640655921737
cologne_000106_000019,0.21201272315880315,0.1567376480611691,0.156747693916008
hamburg_000000_074425,0.3113104358746573,0.3416208747187578,0.34164385299703565
dusseldorf_000186_000019,0.39271620541964825,0.07282678920821617,0.07282719303177657
erfurt_000029_000019,0.3398428862632067,0.10330621787218072,0.10330956454287593
lindau_000016_000019,0.3890102668705026,0.16404680440934244,0.16405981082804794
frankfurt_000001_005184,0.20377449186644866,0.2054851135655845,0.20549159679274337
aachen_000077_000019,0.397445185805053,0.1369867536423816,0.13698955883474528
bremen_000098_000019,0.39250787408377924,0.30136661841008744,0.30137166349430805
darmstadt_000069_000019,0.3866946310712673,0.0006345112196132891,0.0006336134462773787
zurich_000023_000019,0.23020404618660928,0.332248426569015,0.3322712819974207
bremen_000141_000019,0.41925662459887153,0.15416852325618924,0.15417827779643353
hamburg_000000_030279,0.1721295538784525,0.23628174492613305,0.2362964301750541
zurich_000112_000019,0.22025619922827763,0.3016338621361957,0.30165154475357153
bremen_000041_000019,0.4163540095758299,0.04668198480087418,0.046682521420681425
tubingen_000096_000019,0.3528056633202226,0.16336828599740963,0.16338051322529926
bochum_000000_008448,0.2927812039094397,0.27678992367742505,0.2768049791572905
weimar_000006_000019,0.37147461321988795,0.15627664484379064,0.15627948232981886
zurich_000091_000019,0.39579373954708275,0.2767041522494548,0.27670358159636865
hanover_000000_037039,0.2600883867430932,0.3123744279442191,0.31237532913644933
weimar_000070_000019,0.2313254534704937,0.1871054742634399,0.18711823728200375
hanover_000000_006355,0.3127685663735627,0.15779529337897097,0.15780390642001277
aachen_000098_000019,0.39989518529844775,0.06931667235333672,0.06931708201604964
erfurt_000040_000019,0.490784943536288,0.05757376098541716,0.057573530255357726
hanover_000000_030546,0.19220158220619166,0.18578828626026775,0.18580287101719067
jena_000008_000019,0.3931852186247467,0.1409318166577033,0.14093824315351114
hamburg_000000_080438,0.38303825089716587,0.19948304969712144,0.19948518912571905
zurich_000082_000019,0.3809278696837557,0.23353079025466034,0.2335352013810266
strasbourg_000001_053222,0.23219418736780667,0.21693471313391655,0.2169409816840753
hanover_000000_057532,0.24571906786890516,0.17650385900349203,0.1765145162192665
tubingen_000004_000019,0.47704230766947237,0.07198533229920472,0.07199288997764003
strasbourg_000001_042434,0.32796345122965176,0.16856304002997455,0.16856795712272668
weimar_000120_000019,0.4088708913841419,0.054506485813122695,0.054509239591781465
ulm_000037_000019,0.17018619002455118,0.35885026468597037,0.35887371678106367
zurich_000090_000019,0.43900256244445535,0.13949857579830854,0.13949918711095857
tubingen_000131_000019,0.15153568609437426,0.35726586128073623,0.3572905666781578
tubingen_000008_000019,0.37424698869788753,0.06514076313228889,0.06513970614263
tubingen_000138_000019,0.21910317350890415,0.3259415731692622,0.32596885165592815
monchengladbach_000000_007851,0.39147185041953236,0.08481743859873629,0.08481835435967836
weimar_000123_000019,0.3807903342688286,0.10787332556350326,0.10788584290045827
stuttgart_000059_000019,0.3828417334795789,0.1738870081174458,0.17389263838881555
tubingen_000088_000019,0.45265393733768805,0.20653639273460317,0.20654772673195024
krefeld_000000_024276,0.42293729463344143,0.11870000683265583,0.11870074136694327
ulm_000011_000019,0.3998719851313013,0.21074926738844288,0.21074969059154344
jena_000037_000019,0.31343789890226004,0.2244082718385537,0.22443564067777924
stuttgart_000013_000019,0.4063559402654848,0.1666848485566242,0.16669098478963137
ulm_000030_000019,0.3806825424097324,0.06428178585485765,0.06428371381793654
weimar_000105_000019,0.3569965425455048,0.09104791020390271,0.09105159099409765
strasbourg_000001_045481,0.33273372667655543,0.19189663423330933,0.19191305926888896
munster_000018_000019,0.22902424751519912,0.11777280469329984,0.11777646765367303
dusseldorf_000106_000019,0.3023444955299255,0.13981763766884314,0.13981868164447134
erfurt_000057_000019,0.3886633680003889,0.08294812638328439,0.08295621223071575
cologne_000123_000019,0.21596379129657692,0.14417338375010214,0.14418164660872707
frankfurt_000001_066832,0.17400737474168215,0.1708047327922522,0.17080661206413258
hanover_000000_012675,0.1955834980537986,0.21140192869834606,0.21141190327004591
tubingen_000017_000019,0.39365200667425404,0.14180376773367576,0.1418162811437953
tubingen_000016_000019,0.22988258363107494,0.21193295734262332,0.2119483485122173
frankfurt_000001_067092,0.3841494871783465,0.1488734339059364,0.14887259522077817
weimar_000007_000019,0.20676769633874595,0.20721538803832634,0.2072297622470524
darmstadt_000004_000019,0.3800041381789281,0.11338885446434933,0.11339905189774606
bremen_000056_000019,0.3111229737948733,0.08045857946230571,0.08045977226565118
frankfurt_000001_001464,0.3318118760549068,0.20423264403874547,0.20424299927157913
darmstadt_000009_000019,0.38628063062641993,0.20926968625781533,0.20928567187883612
strasbourg_000001_057517,0.13843112548619005,0.22264210277400315,0.2226518526206315
bremen_000011_000019,0.21018945514098022,0.09729999410091639,0.09730568823023326
weimar_000044_000019,0.273333805415702,0.14092271446648344,0.14093090196299077
strasbourg_000000_019050,0.38086057946048074,0.11847003618554162,0.11847078415082293
bochum_000000_029203,0.29616106823373706,0.23721364742926826,0.2372253108866454
krefeld_000000_009404,0.33733103580434143,0.18472072590874258,0.18472976855281373
frankfurt_000000_008451,0.3802168848356964,0.1737613299082526,0.17377060884624682
bremen_000127_000019,0.2924488419392237,0.25202975065747507,0.25204836650536244
bremen_000190_000019,0.3762854399295999,0.12585024494288288,0.12585789109733608
ulm_000032_000019,0.24818559804373183,0.2637986101941746,0.2638163012066134
monchengladbach_000000_034621,0.33098728416899703,0.07671424865368248,0.07671378486600049
munster_000008_000019,0.38434495827472565,0.06308377459273996,0.06308924263707281
erfurt_000017_000019,0.3870196669182806,0.13070614221245455,0.1307208327816664
bremen_000295_000019,0.19360451262575473,0.1007584420799623,0.10076321308210572
lindau_000004_000019,0.1654447652634143,0.18117969726771233,0.1811903229867365
jena_000020_000019,0.28760753836181074,0.06744783830338076,0.06745250941998521
bremen_000304_000019,0.3918016776026626,0.10835606919524411,0.1083615629240594
hamburg_000000_084746,0.18325303179651387,0.2587136479346868,0.2587291148974895
weimar_000116_000019,0.3298947667602995,0.26188707754814855,0.26190637297053704
hanover_000000_040051,0.37802626046471116,0.1068770532420006,0.10688196581344776
jena_000064_000019,0.40534300065251827,0.09549823593658373,0.09550428504465559
munster_000097_000019,0.3926829630282457,0.0786480083662248,0.07865241595366514
stuttgart_000065_000019,0.48525774409017636,0.08852043602221792,0.08852718763889465
cologne_000113_000019,0.2634003473574636,0.06220853887512579,0.06221308497798315
munster_000082_000019,0.4064494556291569,0.08693400848150729,0.08693335102113654
cologne_000084_000019,0.46721938518328676,0.14057478713692528,0.14057976284541798
frankfurt_000001_044787,0.2914971579814977,0.16800202421452093,0.16800996833038775
erfurt_000083_000019,0.3899659645524659,0.09474971845587167,0.0947485869980005
hamburg_000000_055039,0.2084689112956485,0.19726329630878398,0.1972801546057685
bremen_000037_000019,0.3818307726440584,0.6224573607193722,0.6224569379332557
dusseldorf_000212_000019,0.375270179941081,0.08019370872841532,0.08019801125567216
darmstadt_000056_000019,0.37764999774162833,0.08301631193252051,0.08302349655629113
strasbourg_000001_006153,0.3819185209247097,0.10435596808674238,0.10436080709443414
ulm_000076_000019,0.3800560954848977,0.15803384430420195,0.1580462265512629
frankfurt_000001_061763,0.3657277528327551,0.0881016463666076,0.08810491007158756
hamburg_000000_085413,0.3805529497758753,0.31306016877889026,0.31305998935356716
strasbourg_000000_033062,0.37686432072369214,0.2883549307093265,0.2883553441533752
bochum_000000_024524,0.1675814722318599,0.1351135882426648,0.13512224384921268
bremen_000081_000019,0.20964201647096983,0.30210590421811334,0.302131389840556
bremen_000108_000019,0.38520091176667076,0.1192980914930832,0.11930452635020171
lindau_000039_000019,0.19708286383826426,0.16293597268132354,0.16294618206860123
dusseldorf_000143_000019,0.41694904031049373,0.08182402147715664,0.08182935241278501
tubingen_000039_000019,0.25441074021839993,0.06798013771239904,0.0679882515026612
strasbourg_000000_035942,0.3952771102438273,0.12370149581274105,0.12370283624243562
monchengladbach_000000_026006,0.17698637144184703,0.26995704702862305,0.2699742447914263
strasbourg_000000_010049,0.3583133199284097,0.1439598986730123,0.14396828866208994
hamburg_000000_087822,0.34026045125432663,0.18784950467301603,0.18785626182658335
hamburg_000000_066988,0.4143427560307687,0.07290341861485247,0.07290881373504143
frankfurt_000000_012868,0.28463173517889906,0.1313258909709067,0.13132655742750682
dusseldorf_000050_000019,0.2508601190799674,0.32707188583413943,0.3270921515938217
weimar_000037_000019,0.39125209478605966,0.09974806289640903,0.09975386318829324
cologne_000145_000019,0.4022300009645704,0.11780841326934238,0.1178161878894023
